,translated,label,annotation
1730,@saldrinm @imJCAlcantara @KychMinemoto_ DAMING FAMOUS HAHAHAHAHAHAHAHAHA😂😂😂 tamang online class sa gabi😂😂😂,"[[93, 98, 'neu']]","[['ss sa', 'neu']]"
1731,due to ecq feeling i suspended online class so lazy i work.,"[[38, 43, 'neu'], [54, 58, 'neg']]","[['class', 'neu'], ['work', 'neg']]"
1732,Is it worth going to law school even if it's just an online class? Anyone?,"[[25, 31, 'neu'], [60, 65, 'neu']]","[['school', 'neu'], ['class', 'neu']]"
1733,"Parang di pako ready online class uli, nalockdown eh acad break kulong🤦🏻‍♀️ di man lang nakapagrelax sa labas🙉","[[28, 33, 'neg']]","[['class', 'neg']]"
1734,relish the feeling of being breathless with online class activities. Thank you holy week !!!!,"[[57, 67, 'neg']]","[['activities', 'neg']]"
1735,"ung hindi pa tapos online class mo, nauna pa ung curfew 😆","[[26, 31, 'neu']]","[['class', 'neu']]"
1736,"class picture ""proof of class"" lang talaga ang favorite part ko ng online class. ⁇","[[74, 79, 'neg'], [6, 13, 'pos'], [0, 5, 'pos'], [24, 29, 'pos']]","[['class', 'neg'], ['picture', 'pos'], ['class', 'pos'], ['class', 'pos']]"
1737,ecq again the only difference is there is an online class that adds to the stress hahshshshshs,"[[52, 57, 'neg']]","[['class', 'neg']]"
1738,I'm almost sick of the online devil class,"[[30, 34, 'neg'], [36, 41, 'neg']]","[['devi', 'neg'], ['class', 'neg']]"
1739,drinking kagabe tas online class later,"[[27, 32, 'neu']]","[['class', 'neu']]"
1740,Come on guys again in the online class #quicky #zoomjakol #zoomjakol #skypejakol #viberjakol #wherebyjakol #wechatjakol #linejakol #whatsappjakol #snapjakol https://t.co/s5cjQSwajO,"[[33, 38, 'neu']]","[['class', 'neu']]"
1741,Now I was able to open twitter again because I was so busy with online class and work 😂,"[[23, 29, 'neu'], [71, 76, 'neg'], [81, 85, 'neg']]","[['twitte', 'neu'], ['class', 'neg'], ['work', 'neg']]"
1742,The online class is over until next time! ⁇,"[[11, 16, 'neu']]","[['class', 'neu']]"
1743,Let's go again guys to my online class. You're in. It's only 40mins. #quicky #zoomjakol #zoomjakol #skypejakol #viberjakol #wherebyjakol #wechatjakol #linejakol #whatsappjakol #snapjakol https://t.co/KK3GRhE3Y5,"[[33, 38, 'neu']]","[['class', 'neu']]"
1744,@steffiieee_ Jusq same hahahahahah we've only been enjoying the room at the tip for a year. I hope we don't have to graduate with a pure online class.,"[[144, 149, 'neg'], [116, 124, 'neg']]","[['class', 'neg'], ['graduate', 'neg']]"
1745,Does it feel good that you are copying the quiz in the online class? Is there a sense of fulfillment? ⁇,"[[43, 47, 'neg'], [62, 67, 'neu'], [89, 100, 'neg']]","[['quiz', 'neg'], ['class', 'neu'], ['fulfillment', 'neg']]"
1746,"He would have said that there is no online class on Easter, eh, he doesn't even attend 😂👍","[[43, 48, 'neu']]","[['class', 'neu']]"
1747,"Ok, our online class is over again, thank you to those who attended. Until next time bye!","[[15, 20, 'neu']]","[['class', 'neu']]"
1748,ako online class si papa online sabong,"[[11, 16, 'neu']]","[['class', 'neu']]"
1749,Anal pain online class.,"[[17, 22, 'neg']]","[['class', 'neg']]"
1750,Oh guys! The meaningful online class is over again! See you again next time ...,"[[31, 37, 'pos']]","[['class', 'pos']]"
1751,Sorry we're just here 🥲 just products of the online class in the last 2 crucial years 🥲,"[[53, 58, 'neu'], [30, 38, 'neu']]","[['lass', 'neu'], ['roducts', 'neu']]"
1752,Magworkout during online class is such a mood !! ❤,"[[25, 30, 'neu']]","[['class', 'neu']]"
1753,@Converge_CSU kelan nyo po ba kami kakabitan: ((hirap mag online class na nagloload langgg: & lt; ano pa po ba problema sa lugar namin (Disiplina Village Ugong Valenzuela City),"[[65, 70, 'neg']]","[['class', 'neg']]"
1754,Mayor @rex_gatchalian I hope we can find a way to have @Converge_CSU here at Disiplina Village Ugong: & lt; Hirap mag online class na nagpapa load lang huhu may capstone pa kamiii: ((,"[[125, 130, 'neg'], [142, 146, 'neg'], [161, 169, 'neu']]","[['class', 'neg'], ['load', 'neg'], ['capstone', 'neu']]"
1755,It's also ok to have an online class so that at least you're busy ... You focus yourself on school works and jigit everyone has a load !!! HAHAHHAHAHAHAA,"[[31, 36, 'pos'], [92, 98, 'pos'], [99, 104, 'pos'], [130, 134, 'pos']]","[['class', 'pos'], ['school', 'pos'], ['works', 'pos'], ['load', 'pos']]"
1756,okay focus on the online class first,"[[25, 30, 'pos']]","[['class', 'pos']]"
1757,There is a purpose to the drama in the online class lol,"[[46, 51, 'neu'], [26, 31, 'neu']]","[['class', 'neu'], ['drama', 'neu']]"
1758,I was newly diagnosed but I tried to go to school but the online class was being implemented at that time.,"[[43, 49, 'neu'], [65, 70, 'neu']]","[['school', 'neu'], ['class', 'neu']]"
1759,I'm out tangina if ever this school year online class ulit di na ako uulit potangina,"[[29, 35, 'neg'], [36, 39, 'neg'], [48, 52, 'neg']]","[['school', 'neg'], ['yea', 'neg'], ['clas', 'neg']]"
1760,online class buddies 💨💨 https://t.co/ruRMsFFxxC,"[[7, 12, 'neu']]","[['class', 'neu']]"
1761,"Gagi skl for those who medj noisy environment during exam in online class, try earphones tas you just play calming sounds on youtube like waves, rain etc so you can focus properly.","[[34, 45, 'neg'], [68, 73, 'neu'], [115, 121, 'pos'], [79, 88, 'neu']]","[['environment', 'neg'], ['class', 'neu'], ['sounds', 'pos'], ['earphones', 'neu']]"
1762,Online class.,"[[7, 12, 'neu']]","[['class', 'neu']]"
1763,Review now sleep tomorrow in online class :),"[[36, 41, 'neu']]","[['class', 'neu']]"
1764,I really don't want online class 😩,"[[27, 32, 'neg']]","[['class', 'neg']]"
1765,"It’s been one full year since my last visit to the LS campus. I had a Saturday morning online class then so I decided to go to school for a more conducive online learning environment. It’s weird that it feels like so much, but also nothing, has happened since then. https://t.co/Nbxyq3l562","[[94, 99, 'neu'], [127, 133, 'neu'], [171, 182, 'pos'], [162, 170, 'pos']]","[['class', 'neu'], ['school', 'neu'], ['environment', 'pos'], ['learning', 'pos']]"
1766,"Sir Jose is really bad, he is the perfect teacher in that online class","[[42, 48, 'pos'], [65, 70, 'neu']]","[['teache', 'pos'], ['class', 'neu']]"
1767,@iam_phel @infinity_spa_ph @LMT_JACK Ah! That's why you have an online class now haha.,"[[71, 76, 'neu']]","[['class', 'neu']]"
1768,nakkagigil mgcheck ng Probset at Lab yung akala nila tanga ako na dko iccheck kasi madami pinappasa. pass the file empty or the handwriting of the classmate just scan it tas put in the word tas put the name okay abuse in the online class ah 5.00 you first attitude me,"[[232, 237, 'neu'], [147, 156, 'neu'], [33, 36, 'neg'], [110, 114, 'neg'], [128, 139, 'neg']]","[['class', 'neu'], ['classmate', 'neu'], ['lab', 'neg'], ['file', 'neg'], ['handwriting', 'neg']]"
1769,【Noise Canceling Microphone & Headphone】 New Upgrade online class headset noise cancellation mic with Dual 3.5mm port and built-in noise reduction headphones at 86% off! 240 - 599 only. click link to order. https://t.co/xkFks6TQHh. https://t.co/ipAe799K8E,"[[60, 65, 'neu'], [147, 157, 'neu'], [93, 96, 'neu'], [17, 27, 'neu'], [30, 39, 'neu']]","[['class', 'neu'], ['headphones', 'neu'], ['mic', 'neu'], ['microphone', 'neu'], ['headphone', 'neu']]"
1770,"@Janeysmile @KringKim hay nakoo ako din naging problem ko yan, napakahirap hanapin puro online class kasi ngayon eh","[[95, 100, 'neg']]","[['class', 'neg']]"
1771,4 absences in the online class failed immediately song bat naman ganon lpu 🥴,"[[25, 30, 'neg'], [2, 10, 'neg']]","[['class', 'neg'], ['absences', 'neg']]"
1772,"I really don't want to take an online class with an open cam, I've already made a deal","[[38, 43, 'neg']]","[['class', 'neg']]"
1773,Potangina I didn't learn anything in the online class 😭😭😭 I'm stupid,"[[48, 53, 'neg']]","[['class', 'neg']]"
1774,Ayae released the treasure even though there was still an online class. 😅 https://t.co/ZVZllPldUP,"[[65, 70, 'neu']]","[['class', 'neu']]"
1775,kakaumay online class 😩,"[[16, 21, 'neg']]","[['class', 'neg']]"
1776,"kaumay tong online class, lokohan with profs zzz","[[19, 24, 'neg']]","[['class', 'neg']]"
1777,cant handle this online class anymore,"[[24, 29, 'neg']]","[['class', 'neg']]"
1778,@haneul_sky0602 I stopped my online class first just to laugh hahahaha,"[[36, 41, 'neu']]","[['class', 'neu']]"
1779,Active in ML and Tiktok but not in the online class 🥺🤔,"[[46, 51, 'neu']]","[['class', 'neu']]"
1780,The difficulty of waking up cousin for online class. Can I sprinkle water? 🤔😂,"[[46, 51, 'neu']]","[['class', 'neu']]"
1781,"I HATE film viewing in class. I especially hate it more when it's an online class. The movies tend to be good and important to discussing the lecture, but I'd rather just read stuff.","[[12, 19, 'neg'], [23, 28, 'neu'], [76, 81, 'neg'], [87, 93, 'pos'], [142, 149, 'neu'], [176, 181, 'neu']]","[['viewing', 'neg'], ['class', 'neu'], ['class', 'neg'], ['movies', 'pos'], ['lecture', 'neu'], ['stuff', 'neu']]"
1782,@IvanaAlawi Hi ma'am ivana good evening to you. Please be patient with the inconvenience 🙏 I know you are busy people if you can read This I am very grateful 🙏 I just want to ask for help for my son's cellphone for the online class,"[[203, 212, 'neu'], [228, 233, 'neu']]","[['llphone f', 'neu'], ['ass', 'neu']]"
1783,"Yoongi, my brother is making us suffer now ,,,,, he is also being watched, anuna is interfering with the online class, sorry","[[112, 117, 'neg']]","[['class', 'neg']]"
1784,I’m not really learning anything in the online class,"[[47, 52, 'neg']]","[['class', 'neg']]"
1785,Too late for online class 😭,"[[20, 25, 'neu']]","[['class', 'neu']]"
1786,My cp storage is low due to online class apps to 🙄😡,"[[35, 40, 'neu'], [6, 13, 'neg']]","[['class', 'neu'], ['storage', 'neg']]"
1787,Dzai is envious of what I see. I really want to deactivate socmeds. Pesteng online class kasi to 😌,"[[83, 88, 'neg']]","[['class', 'neg']]"
1788,@detectivekyut @saimheeeer_ver2 @AlterWallflower @Maruf0kf0k @alwaysHungry92 ​​@RR181992 @Johnloyd_Panda @iamempee @KingDrei1221 @theguythatscoot Noted.will join virtually in the online class. Haha. I volunteer to accompany Drei. Hahahah,"[[186, 191, 'neu']]","[['class', 'neu']]"
1789,Dear @PLDT_Cares Kakabayad lang ng internet last march 5 and today is march 7 lang..look ang hirap ng browse or youtube my pinag aaralan anak ko! Online class nila tomorrow ng super maaga haayyyss kaka depress kayo sobra !!! https://t.co/g5yhF2RjsP,"[[35, 43, 'neg'], [153, 158, 'neu']]","[['internet', 'neg'], ['class', 'neu']]"
1790,It's just nice that I have my time so I can keep up with my online class,"[[67, 72, 'neu'], [30, 34, 'pos']]","[['class', 'neu'], ['time', 'pos']]"
1791,"online class in the morning, working a whole 8 hrs shift at night thanks kopiko brown https://t.co/b7gh58CQCR","[[7, 12, 'neu'], [51, 56, 'neu']]","[['class', 'neu'], ['shift', 'neu']]"
1792,He confirmed to attend an online class but did not register. There you move to the next batch in April. Lol.,"[[33, 38, 'neu']]","[['class', 'neu']]"
1793,@mr_fandinola @IWitnessGMA Remember Patrick from Sitio Malining? We took him as a scholar. He is still adjusting to the online class. But so far so good. https://t.co/0zlRPQD1YT,"[[127, 132, 'neu']]","[['class', 'neu']]"
1794,blockmate: “oooh so formal naman wearing tie during online class” me: top lang yan 😅 HAHAHAHA https://t.co/FHaIL9MSBA,"[[59, 64, 'neu']]","[['class', 'neu']]"
1795,Tangina nag online class sa 167 Hahahahhaa nakiupo sa gilid pwede naman daw HAHAHBABABA,"[[19, 24, 'neg']]","[['class', 'neg']]"
1796,"fourth 🦋 -happy fourth month minooo, thank you for waking me up in the morning I'm not sleepy in my online class HAHAHHAHAHAHAHA super super love you papa 🤗🌸 https://t.co/ZsmXiS5Wgu","[[108, 113, 'pos']]","[['lass', 'pos']]"
1797,@lame_more gagoo kakaupo kasi during online class hahahaha,"[[44, 49, 'neu']]","[['class', 'neu']]"
1798,Kirby always sleeps in online class hahahaha,"[[30, 35, 'neg']]","[['class', 'neg']]"
1799,"There is no trouble in my online class, thank you for the moment you were with me. Run free in heaven starla 😢🥰 https://t.co/jlwFW6ap5h","[[33, 38, 'pos']]","[['class', 'pos']]"
1800,This online class is so dull,"[[12, 17, 'neg']]","[['class', 'neg']]"
1801,I don't have coffee but because of the online class it seems necessary because I always fall asleep in class 🙂,"[[46, 51, 'neu'], [103, 108, 'neg']]","[['class', 'neu'], ['class', 'neg']]"
1802,I'm stuck in an online class right now,"[[23, 28, 'neg']]","[['class', 'neg']]"
1803,My ghad @PLDT_Cares good morning too. No internet connection once again. My brother and I have an online class at WFH. Please reply to my DM asap.,"[[41, 49, 'neg'], [50, 60, 'neg'], [105, 110, 'neu']]","[['internet', 'neg'], ['connection', 'neg'], ['class', 'neu']]"
1804,Online class later at 6am Me: Still awake. Pisti,"[[7, 12, 'neu']]","[['class', 'neu']]"
1805,Online class ba kamo hahaha https://t.co/0jSd9RKJjO,"[[7, 12, 'neu']]","[['class', 'neu']]"
1806,"Luckily for gabbbb, I bought my phone for the first time, it's wallpaper and my lock screen guiz oh that's it ohhhhh my schedule is good so it's fun to come in !! Mag online class 😁❤️ https://t.co/7oxllNH3Nr","[[32, 37, 'neu'], [120, 128, 'pos'], [174, 179, 'pos']]","[['phone', 'neu'], ['schedule', 'pos'], ['class', 'pos']]"
1807,"You don't need to explain your magic to anyone 🌷 - Waiting for the Vinyasa Flow Online Class in an hour. Staying hydrated, good music and lipstick 💋 Sending good vibes to everyone lang ❤ https://t.co/x0gn7TdgUU","[[88, 93, 'neu'], [164, 169, 'pos']]","[['lass', 'neu'], ['bes t', 'pos']]"
1808,Online class noon straightforward,"[[7, 12, 'neu']]","[['class', 'neu']]"
1809,My siblings can't really do online classes properly. Creepy connection 🤦🏻‍♀️,"[[35, 42, 'neg'], [60, 70, 'neg']]","[['classes', 'neg'], ['connection', 'neg']]"
1810,Tomorrow morning till 4pm there will be an online class again while designing cakes. Palag palag na ulit mag offcam 🙈,"[[50, 55, 'neu']]","[['class', 'neu']]"
1811,When online classes are not included in the grading 🥲,"[[12, 19, 'neu'], [44, 51, 'neu']]","[['classes', 'neu'], ['grading', 'neu']]"
1812,"just do the online class at dawn, we will be wide awake","[[19, 24, 'neu']]","[['class', 'neu']]"
1813,My mother told me that their neighbor was going to have surgery because they were soaked in gadgets in the online class and then took a bath. Mama told me: I was nervous because I thought of you but I also thought you weren't taking a bath. Ayy HAHAHAHAHA but let's all be careful,"[[92, 99, 'neg'], [114, 119, 'neg']]","[['gadgets', 'neg'], ['class', 'neg']]"
1814,let's take an online class while eating 🤣,"[[21, 26, 'neu']]","[['class', 'neu']]"
1815,long weekend pala namin wed-sunday walang online class pero namin ramdam sa daming need gawin tapos nag kasakit pa nga 🥴,"[[49, 54, 'neg']]","[['class', 'neg']]"
1816,I think I need to order for the online class 🥴 you're a bit pricey don hahaha,"[[39, 44, 'neg']]","[['class', 'neg']]"
1817,"I laughed out loud while in the online class, I shuddered at the reaction of my jowa on my day even though I looked stupid 😂","[[39, 44, 'pos']]","[['class', 'pos']]"
1818,D aq maka focus sa online class amp tanginang dispatch to,"[[26, 31, 'neg'], [46, 54, 'neg']]","[['class', 'neg'], ['dispatch', 'neg']]"
1819,I don't want online classes anymore,"[[20, 27, 'neg']]","[['classes', 'neg']]"
1820,below my data on the online animal class,"[[35, 40, 'neu'], [9, 13, 'neu']]","[['class', 'neu'], ['data', 'neu']]"
1821,@cocomartin_ph Hi sir coco it's embarrassing but my face is thick 😊 I hope you'll give me a job no matter what kind of job I just bought a tablet for my son's online class. The cp that my son uses is broken,"[[167, 172, 'neu'], [140, 146, 'neu']]","[['lass.', 'neu'], ['ablet', 'neu']]"
1822,Is that an online class? Hahaha bano https://t.co/X95UmLyW4T,"[[18, 23, 'neu']]","[['class', 'neu']]"
1823,"angas talaga, pagka out sa work, pasok sa online class 😌","[[27, 31, 'neu'], [49, 54, 'neu']]","[['work', 'neu'], ['class', 'neu']]"
1824,"shit, I just did a drug study, I think I learned this online class.","[[24, 29, 'neu'], [61, 66, 'pos']]","[['study', 'neu'], ['class', 'pos']]"
1825,Done our online class ✊💦 see you next time!,"[[16, 21, 'neu']]","[['class', 'neu']]"
1826,Early meeting and Online class 🥴,"[[25, 30, 'neu'], [6, 13, 'neu']]","[['class', 'neu'], ['meeting', 'neu']]"
1827,"Checked Karlittle's Messenger (used for online class), and saw this ♥ ️🥺 A few weeks ago she was super sad, sabi nya ""I just want real friends"" 😩 Haaay sana matapos na tong pandemic, so she can go back to school. https://t.co/4u8Bd5bLdl","[[175, 183, 'neg'], [207, 213, 'neu'], [47, 52, 'neu']]","[['ndemic,', 'neg'], ['hool.', 'neu'], ['class', 'neu']]"
1828,@Converge_CSU since last night we don’t have internet malate area May online class bukas nieces ko,"[[45, 53, 'neg'], [77, 82, 'neu']]","[['internet', 'neg'], ['class', 'neu']]"
1829,@PLDT_Cares @PLDTHome our wifi takes a long time to charge. What's your problem and are you cutting ?! Not even a message from you. Children have online classes even on Sundays.,"[[153, 160, 'neu'], [26, 30, 'neg']]","[['classes', 'neu'], ['wifi', 'neg']]"
1830,"How do you feel when you copy in person? In the online class, it's easy and there's no thrill HAHAHAHA","[[55, 60, 'neu'], [25, 29, 'pos']]","[['class', 'neu'], ['copy', 'pos']]"
1831,@louminousdarren Not u having an online class boyfriend,"[[40, 45, 'neu']]","[['class', 'neu']]"
1832,just finished an online class,"[[24, 29, 'neu']]","[['class', 'neu']]"
1833,Jusko I'm too lazy to listen to the online class is tiring !!,"[[43, 48, 'neu']]","[['class', 'neu']]"
1834,Online Class Everyday Of Messenger To Room On COT Meetings February 16 2021 9 AM-10AM #onlineclass2021 https://t.co/GVvbnJzeIw,"[[7, 12, 'neu'], [50, 58, 'neu']]","[['class', 'neu'], ['meetings', 'neu']]"
1835,Where have you seen the Church that even your personal life concerns them? Free 10 tablets for those in need esp those who do not yet have an online class.,"[[55, 59, 'neu'], [83, 90, 'neu'], [149, 154, 'neu']]","[['life', 'neu'], ['tablets', 'neu'], ['class', 'neu']]"
1836,"the joy in my eyes to see that my grades are like that, that I thought I couldn't handle the online class. Thank you, Lord !!! ✨ the best ka talaga !!! all my hardships in the 1st semester, worth it 🎉","[[34, 40, 'pos'], [100, 105, 'pos']]","[['grades', 'pos'], ['class', 'pos']]"
1837,Thanks for the 2 days of drinking hahaha taena I still have an online class but nothing stopped me haha. Thank you @Kalborattt Taenang username na yan ang bastos hahahahaha https://t.co/oFKxbELUoF,"[[70, 75, 'neu']]","[['class', 'neu']]"
1838,"This second sem, I won't be attending the online class, I'll just do the assignment, I'll just answer the quiz and exam hahahaha charooooot!","[[49, 54, 'neu'], [73, 83, 'neu'], [106, 110, 'neu'], [115, 119, 'neu']]","[['class', 'neu'], ['assignment', 'neu'], ['quiz', 'neu'], ['exam', 'neu']]"
1839,It's more boring to do activities when online class. 😭,"[[23, 33, 'neg'], [46, 51, 'neg']]","[['activities', 'neg'], ['class', 'neg']]"
1840,I was then disconnected from the online class 💯😂 https://t.co/jC8H9Dvn1r,"[[40, 45, 'neg']]","[['class', 'neg']]"
1841,@SKYserves please reschedule your tech visit this weekend. going home weekdays if keln has an online class. this J.O. Number 0256828,"[[101, 106, 'neu']]","[['class', 'neu']]"
1842,Online class with moira song 🥺,"[[7, 12, 'neu']]","[['class', 'neu']]"
1843,*Online class 20% listening 80% looking at themselves HAHAHAHA,"[[8, 13, 'neu']]","[['class', 'neu']]"
1844,"nakakahiya pota HAHAHAHHAHAHAHAHAHHAAH ayaw ku na online class, na eexpose ko tao dito samen","[[57, 62, 'neg']]","[['class', 'neg']]"
1845,"@brucenie127 The 7 days online class is so bad, why is it like that","[[31, 36, 'neg']]","[['class', 'neg']]"
1846,late to sleep then late again for the online class tomorrow,"[[45, 49, 'neu']]","[['clas', 'neu']]"
1847,Boring of P.E pag online class kaynes🤦,"[[25, 30, 'neg']]","[['class', 'neg']]"
1848,goodluck in my online class if we don't have a net for 1 week,"[[22, 27, 'neg']]","[['class', 'neg']]"
1849,"I want to swear, cry, go crazy. Lecheng online class' to.","[[47, 52, 'neg']]","[['class', 'neg']]"
1850,"online class right now is boring, we don't catch lessons","[[7, 12, 'neg'], [49, 56, 'neg']]","[['class', 'neg'], ['lessons', 'neg']]"
1851,I am very active in the online class HAHAHAHA,"[[31, 36, 'pos']]","[['class', 'pos']]"
1852,"Uh oh. We had no electricity again because of power thieves. The police from PNP La Loma are already here, yong @meralco, where are you? There will be an online class later. Sleepy much, can't sleep because of the heat.","[[17, 28, 'neg'], [161, 166, 'neg'], [214, 218, 'neg']]","[['electricity', 'neg'], ['class', 'neg'], ['heat', 'neg']]"
1853,I felt sorry for my cousin’s adviser. captured because nastress in online class. It's still a first baby.,"[[29, 36, 'neg'], [74, 79, 'neg']]","[['adviser', 'neg'], ['class', 'neg']]"
1854,"my older brother has the cp and I understand that he needs it in the case but unfortunately the boy has nothing to use for online class, then you feel like you're married?!?!","[[130, 135, 'neu']]","[['class', 'neu']]"
1855,Our professor thought we would have a pocketbook in the online class if we could still contribute for his full potential.🙃👀,"[[4, 13, 'neu'], [38, 48, 'neu'], [63, 68, 'neu']]","[['professor', 'neu'], ['pocketbook', 'neu'], ['class', 'neu']]"
1856,Last day of my online class (undergraduate and SHS) ❤️,"[[22, 27, 'pos']]","[['class', 'pos']]"
1857,"My mom's bad hahahaha bowshet. Did you say e. ""What do you want face to face or onlineclass"" then laugh at the same time .. ""eh you have a high grade in online class"" (╥﹏╥) it's okay maa hahahahah your joke is really nice sometimes.","[[144, 149, 'pos'], [160, 165, 'neu'], [202, 206, 'pos']]","[['grade', 'pos'], ['class', 'neu'], ['joke', 'pos']]"
1858,"My brain is going to explode in this pest online class, I still don't want to believe that there is a reason every time I leave home.","[[3, 9, 'neg'], [49, 54, 'neg']]","[['brain', 'neg'], ['class', 'neg']]"
1859,I don't want an online class. https://t.co/h1WCkHjgqb,"[[23, 28, 'neg']]","[['class', 'neg']]"
1860,@MandaluyongPIO hello po may we have an advance notice about february 9 mandaluyong day do we have classes and office if we are within mandaluyong city what is the lgu has to say about this naka online class po kami but in the past we don't have classes during feb 9,"[[99, 106, 'neu'], [111, 117, 'neu'], [202, 207, 'neu'], [246, 253, 'neu']]","[['classes', 'neu'], ['office', 'neu'], ['class', 'neu'], ['classes', 'neu']]"
1861,"Lesson 'When you have time, don't waste time so that we can always be productive. Happy weekend Immortals. #NeverStopLearning #OnlineClass #GrabForGood #ContentCreator #NasAcademy #TeamMatatag https://t.co/tp4tlnbICR","[[40, 44, 'neu'], [22, 26, 'neu'], [88, 95, 'pos']]","[['time', 'neu'], ['time', 'neu'], ['weekend', 'pos']]"
1862,It's good that my mom and I were sermonized about my laundry HAHAHAHAH I woke up hahahahaha it's early online class namen,"[[110, 115, 'neu']]","[['class', 'neu']]"
1863,for my online class😭 https://t.co/4ZT2GVrtRK,"[[14, 19, 'neu']]","[['class', 'neu']]"
1864,"Potangena, my load of online classes is low, I'll be waiting here😭 https://t.co/MazTN7t0x4","[[14, 18, 'neg'], [29, 36, 'neu']]","[['load', 'neg'], ['classes', 'neu']]"
1865,Lakas mag off cam sa online class pero 'pag kausap si ano hala si bakla todo pakyut HAHAHAHAH,"[[28, 33, 'neu']]","[['class', 'neu']]"
1866,waking up straight online class,"[[26, 31, 'neu']]","[['class', 'neu']]"
1867,nakaka pagod mag isip mag isa sa online class na tang ina,"[[40, 45, 'neg']]","[['class', 'neg']]"
1868,"My sister who was taking an online class stepped aside and then I heard her classmate say to the teacher, ""Ma'am, I have a question, why is your picture here better than in real life?"" (He said when he opened cam teacher) NAWINDANG AKO TEH?!?! ?? ⁇","[[35, 40, 'neu'], [76, 85, 'neu'], [97, 103, 'neu'], [145, 152, 'pos'], [178, 182, 'neg']]","[['class', 'neu'], ['classmate', 'neu'], ['teache', 'neu'], ['picture', 'pos'], ['life', 'neg']]"
1869,"Tangina nyo naman, bat andaming platform ginagamit sa online class pota. Google meet, moodle, e-rtu, discord, skype lite.","[[32, 40, 'neg'], [61, 66, 'neg']]","[['platform', 'neg'], ['class', 'neg']]"
1870,Everytime sir coughs I get nervous. Even online classes. Because his cough is dry. Seems like no phlegm 😅 Get well lods.,"[[48, 55, 'neu'], [10, 13, 'neu']]","[['classes', 'neu'], ['sir', 'neu']]"
1871,"We will only do drama all night, don't take online classes","[[51, 58, 'neu']]","[['classes', 'neu']]"
1872,pota ang aga kong nagising dahil sa online class ng kapatid ko 🤧,"[[43, 48, 'neg']]","[['class', 'neg']]"
1873,Thank god theres FB Marketplace and Lalamove & lt; 3 my sister will be able to attend online class tomorrow. https://t.co/bUXGNhvdUm,"[[93, 98, 'neu']]","[['class', 'neu']]"
1874,nakakatamad umattend ng online class 😭,"[[31, 36, 'neg']]","[['class', 'neg']]"
1875,sa pe na lang aq sumasaya sa online class na'to labyu ma'am poquiz,"[[36, 41, 'pos']]","[['class', 'pos']]"
1876,@roemagalona ako bili mo iphone pang online class lang ☹️,"[[44, 49, 'neu']]","[['class', 'neu']]"
1877,sabay pa nga work saka online class 🙂 bahala na hahaha,"[[13, 17, 'neg'], [30, 35, 'neg']]","[['work', 'neg'], ['class', 'neg']]"
1878,"Sir, your tweets are cute and I feel your fun to be a prof huhu sana ol. Pwede po ba maki-seat in kahit online class…-HAHAHAHAHAHHA pwede! what year are you? and what are your subjects? lols just you ah lols https://t.co/ARMlx0HJbo","[[111, 116, 'neu'], [10, 16, 'pos'], [54, 58, 'pos'], [176, 184, 'neu'], [144, 148, 'neu']]","[['class', 'neu'], ['tweets', 'pos'], ['prof', 'pos'], ['subjects', 'neu'], ['year', 'neu']]"
1879,Online class while lying down. Thanks earphone,"[[7, 12, 'neu'], [38, 46, 'pos']]","[['class', 'neu'], ['earphone', 'pos']]"
1880,"When you are in the middle of online class and the background includes a drunk group of women singing ""kung liligaya ka .."" at the top of their lungs, you lose shit.","[[37, 42, 'neu'], [51, 61, 'neg']]","[['class', 'neu'], ['background', 'neg']]"
1881,"@valerinereyes wag moko demonyohin loko ,,, reciter nako ni sir sa online class","[[74, 79, 'neu']]","[['class', 'neu']]"
1882,"This sem mas maganda talaga to pag Face to face !!!! I have a hard time in the online class, I haven't done anything yet, I don't know where the quiz is or if it's all recorded.","[[86, 91, 'neg'], [67, 71, 'neg'], [145, 149, 'neg']]","[['class', 'neg'], ['time', 'neg'], ['quiz', 'neg']]"
1883,lakas ni vaelence mang aning sa umaga fohk te makikan ka sa online class mo kung meron man ^_______ ^,"[[67, 72, 'neu']]","[['class', 'neu']]"
1884,Gr11 stop studying first hahaha online class is hard especially since you're not quite smart.,"[[39, 44, 'neg']]","[['class', 'neg']]"
1885,THE ONLINE CLASS IS SO STUPID.,"[[11, 16, 'neg']]","[['class', 'neg']]"
1886,"If this online class is popular, I hope you are happy that we are having a hard time","[[15, 20, 'pos'], [80, 84, 'neg']]","[['class', 'pos'], ['time', 'neg']]"
1887,Online class nanaman😏,"[[7, 12, 'neg']]","[['class', 'neg']]"
1888,online class tomorrow🤡,"[[7, 12, 'neu']]","[['class', 'neu']]"
1889,"Hey, I never thought I'd go back to my Elementary Days. Tang inang online class to !!","[[74, 80, 'neg']]","[['class', 'neg']]"
1890,What's up is there is no certainty if you have a class in the online class so you would rather just sleep than wait hahahaha,"[[49, 54, 'neu'], [69, 74, 'neu']]","[['class', 'neu'], ['class', 'neu']]"
1891,"Sir, I don't have the courage to say this to you through pm pero I just want to thank you po for all your efforts… - symepre para sa inyo hindi mapapagod! pero pwede mag favor, kausapin nyo naman kami sa online class hehehehe hm… https://t.co/zDKfr0trqm","[[106, 113, 'pos'], [211, 216, 'neu']]","[['efforts', 'pos'], ['class', 'neu']]"
